lif;ref
a;-v
-u;-et
-j1;4g
-fp;9p
-4b;-8
-8d;5p
-4o;4y
-a7;8q
19;79
-4v;6e
1r;9o
6w;-3h
-9d;-1k
-bc;1k
-6k;ez
-6v;1j
a;3
-2x;4v
-4f;-8m
-cp;-1n
-a9;b
-39;iu
bu;-8w
-3;39
a6;5f
-2j;am
-9z;87
-9s;4q
8d;91
-1l;-1s
-87;-cc
-6u;-4h
-m;-8g
1l;-8r
d5;-7f
-aj;-1l
3e;3j
6s;-1u
0;gh
-52;5s
-3j;-35
7m;km
1v;-2h
-6w;5p
-d3;-md
b3;-y
v;7t
-39;-5
-9d;-1p
64;27
-33;-52
de;3g
-3b;30
65;7j
-1l;6e
ii;fv
3q;-bv
4s;-e3
38;4i
4z;-9h
bt;-9z
-b;-2d
-53;3e
-4q;-ir
9t;-40
cm;dj
3a;4c
6;cq
5u;-66
52;-7w
21;2c
ci;-6x
bd;-dz
36;-f8
97;-51
-1c;-x
-y;-c2
-42;-6r
ec;-6y
3a;3c
-1p;-1c
35;-7v
-1p;bg
q;7x
-fb;4
75;-6l
53;jv
ci;d9
-5p;-31
-dc;4t
-gc;-61
-4p;-5c
-91;-83
-4k;-1j
-5l;3v
1o;-1e
-b;a5
u;cn
-99;-5l
b2;z
-cz;85
-dn;-ku
ev;5c
4a;-5j
-17;a2
-65;-ih
bj;4z
-1c;-8r
7b;-dv
2o;53
2;-6i
25;64
4a;-3x
-x;-e9
-z;d1
-48;bi
-b4;8f
-4r;5f
-56;-33
-a6;iv
-av;4n
ar;-2p
-58;-98
c1;es
-9s;9h
-ct;-ib
-dv;-i
cr;2f
8h;1q
6z;-fp
-3a;7z
-fq;-1i
-2s;cg
7h;-39
44;-34
5o;29
96;-gh
fy;mh
cu;-8e
50;-95
-6t;-82
h6;it
2l;iq
6l;-8v
-f7;3g
4l;1b
2i;6x
b6;ee
-4i;-75
-39;44
10;-1a
29;-3z
-5r;b5
-ls;bh
lk;-39
-z;kr
-8m;-8l
86;1p
-ar;eb
-3y;4e
-1e;ev
-8h;-3q
1;fa
-7p;1m
8d;6b
as;-ou
f7;-bp
6r;7b
76;7z
6y;hs
fw;-9u
-gm;-3k
g9;-7q
-7q;7o
5i;-df
2v;13
2v;54
3n;al
-dp;-1o
67;-w
-6b;27
o;-c7
-86;2i
7g;-kn
-7;-1w
7z;1q
-6y;8f
6f;-i
3f;-d
-2t;4f
-16;be
3a;-b2
-ac;6o
fh;3q
-7v;1a
-8m;-r
8u;7o
-b;-6n
cf;c7
-8v;hw
-2t;-ag
7;i3
d0;-10
-5f;-60
-7p;-2
8f;-dl
6z;3h
8l;d7
v;-f6
-3j;-b9
-12;-1h
-94;-66
-7q;el
-3g;7b
i2;-23
2a;5u
-cp;-2k
3b;-2g
fl;-z
8l;99
3q;-5l
-65;-7a
10;-t
3a;-gj
-mv;-6c
3u;-5b
-6g;-4i
-3v;6p
-d;2x
59;-9j
-9l;7y
-e6;-6d
-29;-45
-5g;59
2t;95
-66;46
-1;-1k
-5h;-bx
s;eg
7v;-43
-42;4b
-6m;-95
4i;-43
mf;-1h
-bk;85
-cc;kw
-1h;-7d
-67;-cv
-9u;-8t
-b4;5o
-1c;2j
-74;16
-1v;-8o
f;ga
a3;7
3d;aj
-6l;8l
-gj;-2d
-3q;56
l0;gt
-4n;40
9q;-nm
6k;2
-1b;y
-2d;-52
g7;-bl
6w;-1y
-4i;53
9y;8d
-eq;-46
3k;-az
-fe;iz
-17;11
3y;bj
-aa;-q
2l;d2
-55;2b
-fo;-3r
-ap;-2u
dk;-3g
-3r;-22
cd;-d1
-t;b4
-7x;7t
-2r;-b9
2k;-60
eb;-as
7a;f5
-20;-6
31;l
-do;c9
1w;-7r
b;h3
3o;7r
ej;-72
6w;-db
-a1;sj
bn;-ba
-9u;b7
-2a;-9p
-42;29
2c;29
-bp;-7y
n;76
32;1f
-23;-2t
2k;-5
1l;90
o;-1g
9;-26
-3;-eh
c6;-1u
-2k;-2b
ah;-4p
-33;5z
-2b;-32
a4;5d
3j;-j
4x;-6i
46;-k2
-6p;-cn
-dp;-ct
bp;-3h
-5d;85
-am;-du
2x;-b2
92;4l
-9l;bj
ed;2w
6d;aj
-5l;-7u
au;4k
m;d
-1u;-dd
9g;-7z
-2s;3e
-lo;f8
3q;-21
-2p;-8k
22;47
ae;-d2
bj;14
ch;1u
dz;5g
2t;go
-7o;9r
-54;6q
-a2;5q
-en;-a2
-h5;-5b
-1h;-k5
6k;2l
1l;1j
11;-3n
-5;2z
2v;bw
-cz;-2l
-2a;8t
-1x;-9f
-b5;55
2p;7u
5c;-1
-jo;-8n
du;1h
-at;7n
-e6;3r
-3;6r
2o;9u
-4e;25
-4d;-2k
-ah;-ha
bd;89
37;-71
-dd;21
-i7;2o
-1j;an
-6g;-3k
d7;-2o
-3j;7h
br;d6
-1f;9v
28;no
-fi;-c
6w;dd
-a6;d8
9y;jz
-pj;5h
-8m;7j
q;47
3b;-f8
3z;-69
-cy;ea
-7f;26
-q;-2d
-4d;-71
-6c;f
pa;6z
-7s;-8x
8u;2l
-2y;ay
6m;-8t
-3j;3m
2s;-61
3i;2d
ge;9o
-n;-55
-4d;3k
d5;gq
4j;61
-3r;-1q
44;3l
-2g;-7m
gk;fb
a6;4g
8n;42
99;-dw
-9a;-76
15;-8z
a6;-e2
jf;-27
9h;-f
38;56
-7y;-b
-qf;-ef
-4y;an
3n;5m
3h;2z
f9;-3e
5g;8
-7r;-c5
ho;-45
b2;hy
6m;54
-w;b8
-fd;-oo
bg;-35
2e;cb
ef;-1w
-82;n
69;el
z;1j
-bv;-6u
48;9d
-4u;-3r
4r;2r
-2a;-5f
-68;-5w
h;-37
-3c;-64
-db;-jh
-f9;-1w
-d;c4
-1d;-eh
bn;-57
-6o;-9w
-v;-4
0;5z
5y;2h
-g9;dm
14;80
-2y;d
3b;fl
-ai;-12
ff;-bn
42;-gc
b7;-27
-86;-i0
a1;2d
-6f;-fo
31;37
-2x;2t
2n;4t
-3f;70
41;81
jc;le
-be;-a2
3j;2k
58;-8v
-6y;3r
6q;-2t
-e0;-6z
-18;6j
-bl;-in
5o;-5y
-gk;-5s
-ef;-bq
-a3;1s
-3b;-26
1w;6m
2h;5m
63;-6i
-me;12
-p2;2v
-i;jb
-3o;3a
5l;5b
5m;cu
1h;-6z
ao;2v
a;88
5y;29
5o;2w
-ay;p
-5l;-1m
3d;-fk
o;8
-38;-8l
-7x;1g
3m;-22
1e;-8g
f8;-ls
-1g;-ai
-c9;-4z
7e;4g
-7b;-60
5s;-5e
-a3;-9j
-fb;-h
-4u;-d
53;-3z
4h;8x
9f;-cg
-iz;hd
78;-3s
o;1w
2n;7w
5h;20
3u;-fc
-36;6c
-h;-fq
-2l;-2j
m;-4s
-7u;-8h
-7k;-5e
44;bm
7k;-8f
6c;3v
-fi;5e
-5j;-5n
-32;-3o
l5;g8
-14;-m
-6y;-7g
2d;-dn
-o;b9
-cq;am
6n;1t
gt;67
5t;2h
-6v;-4
-3v;-5s
-47;dq
3;-1u
dj;-8g
cn;-1a
ha;72
-e3;-ng
3t;s
-9x;-2s
1;6s
2k;-1n
ff;2l
dv;f5
-m;a4
-5a;6q
ex;-1k
-1p;-5d
ge;-3q
4o;-gn
-7i;-6i
25;6k
3t;-a5
12;-9w
21;u
65;-3p
-a2;-1h
48;e8
h6;-3d
-gm;m3
-7z;72
-6k;8z
5d;i5
2e;19
-3r;bd
-cm;-9m
8e;-oe
5c;35
-4e;bw
9a;8p
-h7;5x
-99;16
-5s;-56
il;as
-b1;68
3p;-d7
-1m;-6b
a6;-bt
55;-5k
-4g;-6y
e;-8p
-83;f2
al;-1i
7z;1a
-7g;-sk
-41;2u
-lz;-5z
-y;hf
-2n;31
-63;4h
-dw;-65
7;-3t
2a;-hy
-1z;bx
d9;ad
4n;7y
-4g;-n
-8a;-dc
e6;4i
-4o;dl
-e;4q
-d4;-r
ad;8v
-z;-cx
-4u;-42
-y;1r
-c9;-17
l;8q
1y;1g
-2l;-88
-pf;av
-18;dz
-78;-54
-bz;-7e
-1q;-3f
a1;ic
99;-1y
me;-7c
13;-8n
-bs;-an
1s;59
6p;8n
-9v;-7j
-66;-94
24;cz
eh;9k
-eg;-64
-cp;-1a
-1m;mz
-jg;-28
-1p;23
-dm;4
-1v;-9
dw;-1g
-90;1e
8w;-13
1h;7n
q;-em
54;-32
bt;q
as;-s
6z;-bn
-1n;-7q
-64;-a2
e2;-bx
-dh;-75
6b;-8e
-v;7h
-fx;65
-1y;3n
-1p;-4p
-ew;-86
j7;6o
-ig;-kr
9x;-5r
7f;2r
-1a;9t
-15;-2f
-b4;cv
ai;-8s
-1l;a6
-9p;-dq
-dy;51
3u;-2q
-6a;1q
7o;-hh
12;-22
-82;2f
-ea;-mt
-3k;7h
ga;-66
-90;-69
-3q;-fv
-8z;-4c
7i;14
kk;-2a
-2c;-26
-2m;bj
r;9i
o;-4f
cu;2c
2p;-19
4d;65
1h;4k
-6d;-90
-8j;-at
-8p;8x
-3l;-cu
-e9;9b
-26;-47
-fe;-o
ee;-3a
-7d;i4
-cm;-x
-lm;7i
-3i;4b
-9l;-hx
15;8w
-2;6e
-8f;-x
9u;6r
-46;4i
-em;-cd
-5e;8r
-27;b1
-qb;-6t
-au;-11
-fb;-cb
39;-7r
2u;-1x
18;3o
-75;2f
gq;-3j
82;ib
2p;-3c
76;-9z
dq;-7q
-1d;-bm
-cs;-g
-r;-b5
3p;52
64;-cx
-2l;6d
-9t;1i
-8n;c3
he;-e3
-4u;-9
-7s;gy
ge;aa
52;2j
-h;-ms
f7;h8
e;-f7
-7y;kk
63;-c
np;-6v
-3f;8k
n;2d
-38;79
cn;1z
-10;-t7
-6l;-3x
46;9g
99;30
-aa;-8m
c7;ag
-h;-4j
d6;er
-ai;14
-1l;-2q
-j;3i
-1t;-3y
-j4;-ay
-3d;-9b
7l;bh
3m;aj
2x;1r
1l;-8j
db;-59
7u;-h4
-v;-1n
na;-fw
ad;-7o
44;-5a
-be;-e5
-3m;-27
-ge;1p
dw;-33
-bn;-8e
-9v;-9b
kt;-8c
5y;-b8
k;-3q
-31;-fn
-8g;-7b
-g4;1g
62;j
-dd;fw
9b;aa
-me;4
f0;-1f
-bb;-8v
-l;6b
-d3;-64
-ey;-hi
-46;-6a
-b5;1t
-85;e9
2w;h2
-cw;-an
bz;-13
2i;6p
-6k;-4t
2s;-jb
-i;-8e
-7m;1o
-1;-1
-fk;ay
-2j;hi
-35;-8p
-42;lg
2x;ao
2p;-gp
-33;8d
-32;-cb
-kf;8e
4c;86
-4x;-9m
a8;96
lr;13
-21;-d7
38;2z
2x;-jy
24;d1
7p;5e
8d;-gk
-cn;-fq
-2;-3o
-6h;-6m
do;ap
x;4a
4v;-36
d;29
-5a;6w
4a;78
-7o;6y
ee;hj
1k;-c3
5j;a5
-7g;gn
n;-at
8n;-62
8t;-kj
ck;bl
-3b;-21
-3p;9q
ei;-2e
-6d;6i
iw;-7q
5m;-6e
93;3f
-t;1h
-q;2o
55;3i
-8f;-4c
-ga;-10
-8b;-ch
-1y;dn
1g;3h
r0;-i5
-2n;3d
4a;1h
-9k;-a1
23;-3i
-64;-95
bf;3a
e;3r
p;-2m
-3a;ma
-dx;-8e
-c;6u
-45;9w
3l;bq
-u;-31
10;i9
-p;6x
85;-ff
fl;3h
-gg;-7v
u;-1c
-8g;6q
7t;e
-2n;-ci
ar;-j9
-6q;5y
-hb;-3h
3b;-3h
-9o;-9q
6b;-5q
2u;-cs
2p;-m4
6f;-gm
-23;-5x
-dt;-37
7x;-4v
-32;6n
26;d6
bf;bp
-8l;-3o
-8d;6f
-5g;5y
-5w;5h
-92;-5t
-6z;3w
9i;7y
-27;2t
-ux;bt
-44;m
7x;6v
a5;-cc
1t;-3g
32;2c
g4;-4n
-ad;-cj
-8q;89
-6j;j
k3;67
-18;-7
-45;-bo
bp;6d
cx;78
1d;-6a
-eb;-ii
-7g;aa
-at;-3i
5l;kd
1o;-51
h0;-31
aq;84
-e1;-at
a5;-k0
-4m;-8r
-ba;53
1d;-7d
-5i;-49
8d;-eg
96;-3n
1p;c0
6f;-e3
9b;ks
1b;-2z
-4f;-1
1f;-qa
4y;-h
1j;-es
9o;-8f
-6;4x
-gh;-4y
4c;7
fo;-4b
-am;-2u
-1j;7m
4f;5q
-25;-7k
1l;-jl
an;5y
4d;-2g
1t;-s
-46;-66
89;1k
6i;-33
6b;-95
4j;-5
-7l;-hf
-1t;-29
s;9p
-4l;a7
20;io
m;5c
9k;ak
d5;-b8
-6a;-ds
a5;-er
5m;4h
1w;-jl
-cb;-c3
a;v
-o1;45
-19;-2j
jm;je
2f;5b
-b7;9h
8;-9l
en;3d
7b;hp
2s;1r
-5x;b2
5r;a3
98;7i
7w;ct
-fu;b0
a7;4x
lp;-6j
w;7j
5q;4s
6m;-5n
2j;1j
-9n;3m
-ba;4
-h;5c
er;45
4e;8k
2m;-a5
6o;-4h
35;98
-hn;-50
-2j;-1d
-de;-7z
2y;5u
t;-h7
j;r
9b;-58
e9;e6
2i;7y
-4t;5
37;5i
-96;g
2a;hv
5j;5
-4h;6x
-du;-43
-82;gc
-cl;8r
-47;-4t
-2y;6n
7z;cm
91;-7d
b3;82
-4l;17
18;-11
74;7q
-2n;4
-b;bf
-57;-3z
-66;-35
-2;-9z
-27;6
-6a;h
2t;0
-jf;-77
1e;c6
-5y;20
-2y;-3v
-bv;4z
-ak;-3d
-ho;6u
-2j;-hv
9p;2m
4c;jx
-7f;e4
4r;-cz
-34;3a
-dx;-c8
-o3;7b
az;ah
97;4q
7l;9j
-1a;bw
-4i;-s
-4v;48
-16;-e8
4f;-gj
98;29
-5;-8k
-8t;95
-d3;-6a
-21;7f
-6b;2z
e6;-8f
ih;-o
6m;l
62;-12
-4x;4b
bm;-2r
g;-cl
fb;kj
fl;-84
o;-1e
-cg;-kh
8a;1f
-6a;9r
-2s;-hd
-us;-ex
b2;-2g
-8a;8y
b7;6s
-16;-m
-8v;-83
bp;-bj
-b0;-4p
6h;2n
-dv;3p
9i;-du
-2m;cg
-9s;-56
5f;-32
-gv;66
-8u;54
ce;3p
-ba;2v
1w;-51
-2c;-8d
-n8;-4p
-4i;0
21;-5u
-6v;2s
-98;62
-4h;-ac
-3q;-3b
-48;-gr
6c;d4
-iz;3n
b7;-58
-2c;bg
-hl;3a
-15;2n
2x;4o
4w;g
-5l;co
-3j;-83
2f;56
-8x;4a
2k;-d5
8m;-bs
-3b;-3b
-hd;41
-me;-5q
5o;-8z
hu;mx
-3q;-6f
4m;-bv
68;-9a
-3g;4r
-t;-ni
gi;bf
-c9;-l
-iy;2g
-a1;7b
-6e;-cy
-ec;-cy
7i;6o
-ae;-9l
4y;-dx
5f;-em
2b;be
-17;49
e5;-78
-bf;7r
1o;-ef
-4v;c3
-1u;1m
9h;-1o
hy;-1o
-8e;a8
-1t;-9t
23;-3z
d9;dt
fo;-6u
bg;-a1
14;1t
-9m;-59
-ar;-14
gi;-az
bo;54
-4x;-g0
-z;-6g
-3w;jv
31;-w
-gf;73
-8o;7m
6c;l9
43;-h4
-50;-1t
3a;-6u
72;-17
-6e;1c
i7;98
-3;-76
-4l;by
-dp;gp
2d;5m
-bb;u
-8s;a
-ac;5n
3h;-7e
-46;-8n
-98;8u
45;75
1c;5y
3a;gr
55;de
-1k;-7h
y;-54
v;e1
-7r;-f4
-2m;-9w
-9h;-8b
-hs;-6l
1t;-2x
ad;7t
7u;-z
1b;1f
-4q;-8i
-5g;-8t
ad;-e3
-bx;-b2
5j;95
1t;-7c
95;63
-ay;-59
-2h;6m
1x;3n
-n;-6n
48;-6y
5f;-9b
9o;-6k
-df;-7u
o;-7r
et;-7l
4b;-bo
-2q;2n
23;a1
ju;45
n3;-er
-9g;-2v
-4k;-i1
-3k;9l
-8y;-16
-8q;-1i
-aj;-6u
-2b;-an
-s;74
-h1;-d9
-ao;-50
b0;-9p
6d;1q
-f;y
9p;-dx
8m;-1m
6h;-5p
-ib;-fx
d2;-2u
5p;ex
fv;gu
b0;8n
4b;ns
55;-7d
g8;-c1
-75;-35
49;1l
8s;df
1h;-n7
-6t;-ao
6a;-3n
-72;-5l
93;-gw
-1s;60
6l;-34
-5y;-59
gg;6q
-b;3d
-2k;1a
-39;3b
-9y;-t
5p;-2n
-1z;g4
-n;-cs
-6d;-8f
-8h;-4e
u;-o
l3;-8u
17;-9l
-9y;hc
-fc;dg
2d;7y
4f;43
-2d;11
-6b;9i
mm;fx
-9a;-y
-10;-ak
f;-21
3a;45
a5;-1f
9a;-36
-6m;2f
53;gw
al;65
-c3;a
4z;-4k
7a;-4f
aa;7
30;5t
-cv;cq
-5m;-7a
-4y;-es
ai;57
6e;28
-cq;5k
-1i;-14
-3r;8u
3j;-40
pg;7h
2a;45
-8u;a1
-4y;13
-1f;a6
-6m;-19
-1p;aa
-5j;-ai
8s;-4a
5y;-1r
-9m;51
4u;b2
-5w;6b
-71;-51
-55;g5
-27;9x
-2u;60
-5v;g2
12;-9j
43;-ec
eo;7j
-3p;-3c
-8k;-5c
-j;7n
ci;21
jp;-av
-jp;1l
8y;-cg
-2f;77
ga;-7d
-2i;-2t
-6p;fk
e;-3f
87;-66
-3p;-33
-4z;9y
an;-39
5k;-6d
-94;q
6m;-mp
-bb;-i8
62;-3k
2p;52
-fz;gd
7e;-a2
ax;-4f
-6;-f4
-2k;3o
-4o;-ik
du;8e
-43;-3t
-et;42
53;ka
-a1;-ee
-24;5b
7u;19
-5c;4
-94;-5g
7a;8a
-27;39
-g;-d
-4a;-69
-7n;-8b
-8;-88
-e;9u
-30;-1o
-y;-6f
65;-7x
-w;-3z
-1l;73
77;-2n
-bm;fd
-6h;-9p
a1;5m
-14;da
1w;5q
-5v;cz
-50;3v
65;-z
9j;-65
-7a;a8
-ci;-64
-39;5w
3v;1x
-bu;6m
t;-9a
-k3;8t
-8t;-23
20;-54
-h;28
-32;13
23;4p
7b;-aa
48;kt
mk;7l
-2g;7e
e3;-17
-68;dm
-dq;7v
43;-bl
-9e;2z
-da;2h
6u;-2s
av;-ii
-9l;1d
-w;-1j
-a2;-7
-ja;8c
-do;an
ka;-an
8i;8m
-9k;-43
9g;-j5
-4;kg
28;-80
kq;-4c
-1;7h
-5d;3y
cq;c8
-9u;a6
-1w;-ct
-3r;7g
3g;-26
-1m;-5x
-81;-f8
-9b;-ci
90;8r
b1;dr
-27;-1s
-5g;50
-3a;b4
-9n;7e
-ah;6x
-9h;bp
-cc;-iz
aj;-7g
26;-fo
-7s;-v
-2v;-fy
-k0;ar
-2y;6d
-ci;4p
-92;70
-c8;-54
8c;9e
-jg;-d9
2i;-3y
-8v;-kg
87;1j
5f;-e7
-mb;-3q
-3j;7r
3g;av
-8l;3y
-jr;-72
-cl;-4a
2r;-4o
-19;-66
-ac;-ei
-g9;-eb
-3y;-a6
-2o;4a
3m;-n
-bm;-u
-da;-m
b;55
-h;97
-8y;-3q
67;7b
-5e;4r
33;2e
-77;-iu
-1t;14
1c;3c
er;-fk
bt;i1
-71;80
-5f;-eu
-1s;-7q
-4j;-be
9k;-z
-68;66
bq;-39
-40;p
64;-g1
o7;-81
-b4;17
5b;-8a
av;-bm
6u;90
-c8;be
-ay;-ht
-76;50
l;49
25;3x
-5d;4y
-68;-5u
1;-3b
-bf;2c
6t;9k
2z;-4k
-bq;ao
2p;-3y
-6f;-f5
-2j;33
-2e;-4w
-as;-8s
66;-6m
-82;-s
-1j;-fl
8f;-38
-7z;9x
1p;-7z
cf;8u
-ae;-d3
37;5n
a6;-7j
cz;-16
-5u;6d
-6l;-4w
13;-d1
9t;ar
-l9;-4m
33;d
-1h;-1
-27;-7z
-b1;-9l
8j;7w
-1t;21
5c;4s
-al;23
9p;3c
-95;co
-4w;-5
be;-al
-99;-6
77;-6a
3w;-2p
-54;63
77;6h
3e;-iq
9k;-1u
2r;9x
da;-3r
-26;40
r;87
-8s;-21
9t;8l
-u;-c4
af;r
-b9;-b5
-4h;7v
p;-8w
-ad;-l
7z;-cb
cw;6d
6k;hj
-5e;-ag
-n;-48
en;9n
3s;-3d
-bp;-cc
-5b;-ab
-92;-g1
-2o;es
-g3;-8v
4w;-5j
-35;-6x
-2y;5m
-9a;-cz
-h6;7j
-4q;-62
-46;-9t
4c;i1
42;-1q
-1v;-o
9u;au
-7s;2f
hq;49
-9o;92
-53;1i
2z;-67
-d7;-fk
2p;-64
-w;p
24;-3z
1n;7e
m6;5m
-c;-28
-3k;-78
-96;-5h
-2p;6l
s;df
-bv;6d
fo;az
ek;ct
ay;-3h
-72;9y
5h;fh
1r;w
-53;gn
-fd;64
co;-da
3j;hv
43;-6w
92;-u4
g9;-n
5w;10
-54;2s
20;-8a
7q;-2o
-1s;-cr
3v;-i
-bs;3p
8v;-ci
-bp;dj
-5t;2
-73;-cm
cg;-bi
-i1;n
7s;bf
-hp;h
-v;4x
v;-4d
-an;-dn
bc;-7s
-lz;-6o
4f;-24
-6;fy
-7q;1y
kx;-v
-a;-gr
4y;2w
fp;4w
6v;ef
cy;1i
-6c;2g
58;-4a
4f;-4m
-bo;-94
25;y
bk;-4q
5a;ej
4q;1a
-dq;4w
1;3s
-3u;6s
-2z;-9q
-b8;-4w
44;2y
1b;-52
22;bh
5u;37
34;-4e
-68;ia
ec;-86
-eb;ig
-3e;-2i
ns;pe
l8;-8a
9q;b4
11;-1d
-23;-4l
72;21
al;1d
bw;-c1
3e;al
-11;-72
-4;5d
-4b;8y
-2a;a6
-32;1g
4z;kc
2o;3o
-43;-6s
-71;8k
-2e;4e
-mh;-cn
-by;-2m
8y;-7v
by;-64
-2k;as
-k4;8n
-7c;-ax
7b;4
e6;25
38;-8
am;-3r
gk;fw
ag;-8q
-11;b4
-2b;-2
-3n;3v
-9c;4x
-5u;-cu
8b;8g
-37;85
-1z;-77
-b7;-4a
-7x;ef
-83;-az
5u;cv
52;4
1x;75
9q;8b
gy;8y
0;bw
5u;-3t
ci;-ke
-gv;-8m
-3b;3d
7f;44
-2v;-2r
-6g;2b
6q;1d
4f;6g
3n;jw
bu;2r
-hl;-8p
-9s;1e
6o;2u
-8m;-dt
2d;kk
-4n;22
-3y;-c8
-7o;-bu
-c6;-6z
87;2v
40;-1z
33;4v
-3h;-7p
4w;30
-7d;1f
5e;-w
-4m;cu
-80;6y
-aj;-t
-7y;97
hj;-b8
fy;aa
4k;-as
4z;-dt
-2o;-a
j9;la
-1t;-24
7t;-6n
o;3u
-g6;-ag
-55;bl
7m;4z
-ci;fj
f;-48
-n;9u
5m;-6x
-hi;-al
s;8r
-7y;31
57;-40
-89;3f
-a;-36
26;1m
2x;2q
k;h4
ev;-38
-1j;11
-34;-35
38;9j
cx;4s
-b5;3
-bo;-5h
-2p;-84
-5w;-di
-az;-7q
-2o;3x
3a;-3g
-o0;-58
dq;-ba
5d;43
-6g;dy
-e2;43
bq;-8l
id;-70
-gv;f8
a5;-ea
-d9;1x
-ie;1p
-kq;-7r
aa;o8
-1g;4a
3k;2b
8d;64
57;dm
6b;eh
-30;1t
9;8b
1p;9l
-54;5r
i3;38
-f;-7x
6f;-8t
a1;6a
-3g;-38
-bu;9a
-g2;-6m
36;-55
37;-n3
-ci;2
-8r;hg
-d3;-6p
6l;4h
dp;7t
ie;65
-2;12
6g;-79
-hy;b
2e;-4o
2y;-b9
cl;98
-46;49
-4g;ev
-x;-6g
-2l;-45
-1v;8s
-1j;2t
2f;7t
-n;78
49;4x
-et;-1
-2;qn
-ar;-13
6k;-8k
-fr;9s
5k;-39
3p;2k
-2b;ej
6e;-g
-8i;7m
-5f;-dk
-6m;g0
8l;-8n
-di;-45
im;-6h
17;-m
-6x;-o
-aq;14
-91;-w
-e6;-5o
-5y;ei
a;-8t
-1s;6v
-bs;1e
-54;-85
-3;-76
3g;at
-dm;99
8u;5t
be;4p
-if;p
b8;-bc
-16;-68
-3l;4h
8q;48
-3e;cx
-3;-1e
ee;nk
-jf;-9l
bj;-dg
-8w;-an
-1l;5w
d;12
-24;1j
-9i;-3o
-8y;2l
-41;-8w
4y;1a
3u;bd
-3g;-q
-ci;-g2
6g;-6d
6y;5e
-3x;27
53;-1a
58;81
-5f;-3h
-6d;55
2l;-1
-fd;-6l
2m;f
-4p;-1k
g6;-g6
-ef;k
3f;-8g
-3d;2p
2z;-36
cm;-62
-e;co
2r;-ho
56;-1w
-21;-67
-1;-2y
-b0;-2f
hv;-90
-kf;-ce
8a;-ns
al;5f
-5p;ac
-4p;-90
-4h;40
82;-34
7x;-ca
6e;-3s
-e2;-27
22;85
1t;-do
d5;43
5l;ix
-6f;pf
5j;-z
5b;19
-7d;4g
e2;-3n
-4l;77
-48;-gf
bq;-2f
4y;-v
34;-1y
84;-7i
-11h;6z
-cx;-5i
4g;-f2
bg;4c
6h;-47
-7j;ch
-d;-6p
4b;7e
-7a;5d
5h;5m
-dw;-8e
n5;38
6k;7u
79;-27
-6x;y
6;8o
-c9;j
-2c;gr
1r;fg
1i;-5h
-8d;54
8z;-h4
i4;-66
-3v;-8d
59;1g
89;-j2
-ch;ep
-77;bx
-8l;-3j
ak;-c2
-bz;g
ak;-9u
4i;2m
-5d;-89
-26;98
nb;-5f
-7r;97
-1a;db
39;2
-72;1p
p;-8
-61;4v
6d;-7o
c0;6
2h;-5p
-8o;-4q
-2;1
iq;9p
-n;8c
-6y;-6g
1m;-ft
-5a;6v
-6d;-7p
-68;-2
e3;-g
1m;2
-i8;-4h
-ep;-9l
8k;8k
6;-1e
-1o;-3j
-9t;4p
-d1;3t
9b;96
-38;-av
7f;-q
56;-ni
-27;-68
43;-b0
2s;2v
-1o;5s
-az;-38
8u;4z
-fm;-2f
dw;79
2m;n
2o;-1t
-33;5n
9o;-1u
-6s;-78
-7m;48
8b;-8u
-43;6c
5f;-iu
-5l;-2i
28;6v
-3p;-ac
8w;6d
-l;-7l
t;-8t
-f;1z
x;-5n
-m;-3f
ax;78
9q;1a
r;-3a
-1j;4p
p;-b4
-kx;6j
b9;27
2y;-2p
7r;-2m
w;1h
-c8;1a
1y;b2
-3a;-fb
52;-2x
20;-7u
-hi;7h
-gi;fx
-6h;5m
74;-4
7k;2z
3p;-i9
4t;1v
-7m;7
6d;-n
4u;-d2
1l;-4r
-9b;5i
9k;2y
3f;4r
6n;-3d
e0;-5n
8q;-6e
-4p;-9m
-9b;-1j
8k;pw
39;2q
-46;-j
-9z;-5q
-31;-qp
-dj;-eg
3m;-cq
14;51
-ee;3j
8z;l
-8;-n
di;-bv
-9e;1m
-78;-2
2r;4s
-d8;-eo
8c;gt
41;3p
c3;-iv
-ae;26
-8w;-3j
81;-4u
33;-3f
-75;-11
-5j;-eu
-3;1w
-65;-87
-17;-52
2g;-72
-4v;-u
17;1h
-at;-bc
-1o;14
-3c;-mo
57;8z
-1a;1v
3v;-5g
-ek;de
-7y;-bz
23;-2g
fi;9g
-3u;16
5f;dl
-11;id
4h;bc
-97;-av
-5e;7d
-6m;-6t
-29;1a
y;8i
-9h;40
38;-95
-6;ac
-8r;1r
-eh;4o
-4s;-a9
aa;-67
-2d;-8g
57;-6v
9a;-25
-b;-eu
17;26
-49;-7y
7p;8
gm;2t
-8f;-5t
-df;68
65;-60
-2k;-cy
6r;9v
47;b5
2g;2b
-be;ih
o3;-24
-i7;c5
-8i;80
-3f;dg
-8a;1z
-45;7o
-hn;-4v
4g;in
-4l;-3o
-1w;-8n
-ei;-4m
1s;-x
7r;-1y
al;-17
4t;j2
m0;a9
y;52
-1a;-cw
3p;bh
3k;5e
bf;-d5
-85;7n
ak;5f
3g;-au
-31;96
2f;-4v
5d;-kt
82;1a
-6m;-70
4g;bn
-7c;-4n
1o;-fg
-9p;-j5
an;4c
cd;ei
b7;27
6m;-2j
-br;7c
38;b9
