lif;ref
j7;-8n
-6l;8e
-15;-1b
g8;b8
-9a;l
-1s;-8q
-4e;x
-1;-3g
-83;2q
a9;dx
2z;t
65;-j1
-67;-4h
9o;-eo
-8m;-jt
2e;-de
9m;i6
ay;-63
7y;mg
-6n;-cm
-at;-k
2w;3j
3b;-1j
-an;5k
-7q;1l
-bb;a7
f3;3s
-4h;2i
la;9z
8;-ah
2r;3a
-8h;-6g
-cl;20
ee;8m
g0;-d9
5i;4c
1e;-6o
71;ca
-40;-32
58;-1p
-9e;sl
34;-bk
8f;1s
ai;-5
-6c;-7o
du;21
1e;7z
5s;-40
-5w;3z
-bi;w
-b4;i
-2r;-ik
-5g;b8
-28;-79
-94;c9
-36;-bx
-d0;-3z
-11;-38
-2m;-ck
au;2
2h;-8b
9p;-8x
17;2n
-6x;-5
-ff;-cn
-71;-6v
2k;f7
-6b;-9q
6k;9v
9x;67
51;-v
2n;-9h
-al;-hm
39;5p
-4z;6q
8g;-5s
ac;-6m
-5u;-a8
1y;fc
-69;6t
-dx;5z
-ix;m
-87;-3r
-1d;-g2
-1f;-9i
-ez;89
-1l;2f
-7;30
4f;-5p
-21;-aj
-54;3l
-di;-g
-3;-9h
63;-i7
8y;-3y
-3q;-7z
-7u;24
t;4w
-m;-3x
-9c;-o
-k;-2c
ec;-33
99;ir
4v;-o
h;-91
8w;-9k
-eh;e5
-en;-c6
h5;-31
af;-70
-ha;w
fu;2k
-d;-3d
-70;3m
-gx;-30
-14;-2e
d3;-3j
5j;-i3
cw;25
-r1;7f
-w;71
-7l;-2j
-40;g8
a3;gh
-ar;-a4
19;-43
7f;-9o
1h;-pv
-61;-8u
-60;52
-2y;jj
1g;-x
-b6;fg
-3o;-88
8e;63
-mt;-kp
d5;8d
-6;-10
-2y;-u
7f;1h
6;-40
-46;-i9
cj;-5g
-30;-6t
2h;lv
-ie;av
-oa;c2
5c;-4n
7f;bf
2w;ap
-7o;-mx
14;8e
-b5;5c
2o;4u
-4a;-w
7;-fi
bt;8w
-8p;ey
18;49
-62;-6v
-8q;56
-3n;1e
5k;k
-fb;-l
7;-37
df;-5y
-6k;1w
43;gj
-75;3t
-6k;-4d
-8a;-hz
-86;e
-25;fp
-6f;-bh
-2e;ef
2f;7s
9d;-5d
5o;2t
81;5
-bh;fu
23;j
-fz;81
7q;-5z
-3z;-bv
-65;fd
-60;d
-5x;dk
6i;ah
-ja;-cc
-bo;8t
8f;2
3g;an
-ap;-4l
-4o;2a
1u;20
-m1;-cm
h4;-69
-p0;nf
u;-8p
3c;-ge
-60;4p
c9;-91
2;-1i
i9;-1c
-g2;-mf
-cm;-36
ko;-dk
-6u;96
z;-bz
-5g;-5
1r;c7
4z;-6c
-bt;-33
-a7;35
-4f;1k
3o;1d
-1r;-dw
-7n;-57
-1j;3b
-9q;-5t
-5k;bv
2w;24
d;d6
89;-5o
1r;2k
-b9;8n
1i;2z
-2z;-ab
15;-1t
7r;72
f0;-d8
9b;bh
2b;-c9
l;ft
3y;37
al;-87
5c;-87
-10;3e
-eq;3e
72;-aw
-6t;-u
i;b8
-1b;-7k
-a7;-ct
-2q;4b
37;c4
-9n;-18
-f3;-67
-75;-f6
9o;c9
-a;8e
-k2;-1o
-25;-2q
42;a9
-62;-4i
-54;3t
-7t;-cu
-hg;43
-lr;6y
1t;-au
-6t;28
fh;-3c
gy;-hb
4o;-cz
dt;d0
-4d;70
-nn;l
-2;b0
-66;-g
at;-2n
-2k;-h9
c;-1x
kk;9i
-f1;6y
2i;3k
-5;af
-13;-97
-u;-2o
51;8e
gi;-94
-9g;-3w
3g;2s
4w;as
-gw;-5e
r;5p
9b;by
v;f0
d;-f9
a2;-eb
3;-a8
-5b;-3s
-41;6r
by;-cg
an;-63
1y;-dv
-8n;-7c
2j;cr
4x;-4r
16;-ei
-am;dg
-a;bd
-3s;-6r
5j;jl
es;-do
-93;6a
-6a;2y
-9o;a9
8o;3v
-4k;3h
-1c;-5c
ci;2x
-gs;56
-9q;-1m
-1r;8i
ar;-o
-90;1b
23;7z
8s;9a
7g;-oa
-hx;-aj
-53;-5m
-k2;-8j
fl;2n
-84;-o
-27;jk
ks;-81
-7h;1x
gs;56
-bv;-6e
fp;6s
29;6b
2z;5v
n;-5n
-2p;a8
-1w;-18
-ap;-k
8n;-a7
-3c;a9
7h;-5q
-3d;m
-gj;-30
-11;i8
-4w;-57
11;7f
9;-cw
14;5i
6f;6
1l;-39
-6i;nx
a3;98
bp;e
2n;4s
-5k;3b
-99;15
-8z;-4v
7d;cp
el;-3q
t;5y
49;8a
49;3y
9;-6s
-3u;m
dl;16
-az;-ck
-by;-4f
d2;64
-2j;4m
-f9;87
-6x;-9o
-3g;-y
az;-c8
-22;-6b
5k;-5d
2c;4r
cq;22
1h;-5q
-4m;hg
-ez;-8f
2u;-15
-25;ja
-i1;2a
bm;32
-9c;s
-15;eg
-8e;-96
-3o;ki
-71;2f
-12;r
-dn;-1e
7b;-8j
-ci;-43
-bn;a0
p;-qx
-hp;-3l
-go;-93
9r;-4h
-49;-gx
8h;-68
i6;-31
13;-8f
4w;4s
60;8e
9e;-b5
-59;-3p
2;-22
30;-dd
10;az
i;3g
j;6z
-d4;dm
-f8;8
o;-81
-i;6
52;f2
-3j;ah
g4;2a
-3m;-er
-mm;0
6y;-3y
5z;a
7m;-3b
t;-3n
cf;-k2
-2t;-3l
2s;1x
4s;-4t
-37;2k
-hm;-dk
-54;6x
gb;e8
-2o;-p
2x;2a
el;-42
-a6;df
-ag;5e
-46;5a
-4j;-cc
-g;-3v
-1n;-61
11;1f
4r;-ex
-6j;-eo
-cx;-1h
-72;gh
-4g;-18
2p;-e0
-6n;2i
-13;-6c
5y;-1e
81;a
-8b;-4h
-5h;m3
9z;29
71;-69
5h;4h
9k;-1t
63;ay
-58;-1t
6;2i
bu;-4q
4p;-9z
-89;20
-ev;t
62;29
-7o;-27
-4w;-6y
6a;-1i
-52;-5g
-4h;-8m
-6o;hi
88;-9p
ad;-6p
aw;1r
8p;-7r
dw;-7f
-c3;-8y
-82;-iv
-1t;-2c
-2p;25
5l;3l
3p;-4y
-1j;r
-b0;-cs
4k;d0
87;-9t
-4p;v2
-h;-5l
2k;-f
1c;-6s
43;-5g
4u;dj
-2e;8o
-av;1x
-62;-22
-ac;-1x
8s;-1t
3s;-a5
69;-53
-61;6b
8n;-em
-4m;-5t
23;-7e
-3j;9r
-cj;d5
53;-1g
67;-17
-1s;6e
w;-3e
-5s;jb
7z;9f
hd;as
-cg;co
-77;5t
7v;-8x
78;2h
-4v;bq
6m;-1y
-hj;ai
3j;7t
3x;9i
75;56
69;bg
er;-ei
2y;37
-2z;-g6
-6h;-7v
e0;-qy
-g;57
dj;7g
s;3w
5s;8v
-z;-o
-2s;-85
1x;hh
at;-3f
b8;bz
-sq;c3
-90;-4r
-hq;-c
-41;e
9c;-6i
-6w;-59
aa;-87
6i;98
-bz;-8c
-ae;-6f
43;-n
-5r;-2q
g9;9m
je;-t
-c5;-5v
hr;75
-aa;-5y
21;44
at;-3s
9e;-4b
9e;m
84;-6d
-88;-5v
-a9;-5t
-55;-4w
-9e;-cz
1q;-de
4q;3j
-4a;cz
53;34
cz;-5s
cj;4p
lx;-ja
-8u;-dn
-6n;-4a
-10;d0
-1r;-ja
ef;-4s
7p;-2n
6p;c2
-65;-aj
-gz;-ch
2n;-g9
-4o;-97
-2v;-75
4r;-86
c2;36
-ad;-lw
-b8;lo
dd;-c
-6p;-9c
8h;5l
7z;-v
-1p;39
fl;-25
fy;80
19;-3f
-9m;-bg
i0;2v
-8h;86
s;3n
-ev;-4h
bc;-6k
3n;-x
-20;-2b
ff;-1c
g9;d
27;q
4a;t
dk;-5a
-g;-8b
i;ai
-9t;-b
cy;-4t
5o;-8l
3f;-8x
-1t;5
-1o;85
-2q;8w
2m;9
-bz;-6l
-45;-je
-7o;25
gt;-bo
-8q;-48
-gn;-ck
bk;-cs
-eq;-pk
-8n;1u
65;-63
dm;-4p
-a6;-9n
4j;7z
4e;-b
-fd;-bi
-7w;-6v
7d;b1
l;-c2
dm;-fx
-li;jg
3e;jm
-3n;-kf
5b;-5t
43;k
-g4;9o
o;-k7
7o;-6l
2i;4q
-2j;-z
-4i;-4p
aw;5d
50;-a3
-55;a6
25;-6v
8p;8u
-29;5b
-2j;-7w
-88;bo
-44;-4p
-d;-59
2q;6x
-11;1n
-5c;9n
-9j;-8c
79;f1
-f6;33
-2d;6n
1u;1d
6p;-30
ar;l
5u;1y
3m;92
-iw;8
5z;-ah
-bf;11
-5j;-h5
35;-1g
40;-f6
g9;8c
-f9;cl
-7v;-6k
-bu;-1p
o4;-l4
45;-1w
-5i;mq
eb;-2t
ez;22
1r;cb
-5i;bb
1h;-2x
dq;z
-4f;e
4;-a1
-6i;-c4
5q;97
-5s;-7
3e;-5c
-69;59
-kd;2f
24;3t
bc;bk
u;-4q
1s;7a
-bn;-9r
-2s;-9n
62;5n
-no;5z
-86;-ba
4f;gg
nc;-30
b3;-9a
n;3l
a2;aa
4b;-h
65;-dv
-1m;eg
-gg;-59
3d;-52
-90;-4k
-9p;bo
-2m;-an
77;2a
bc;10
-2z;-f
-w;52
6l;-c7
7m;2r
-bg;-4a
6w;ci
-1z;-ex
4s;-5e
-fp;-n0
-bk;-1b
3p;p8
-9;-8e
-4a;dt
-v;15
8a;9z
-35;64
-j;9
-4l;4t
8e;nj
1l;8j
-45;0
-21;r
-s;-1j
9w;3x
7w;-j
6;-ee
b3;2x
ac;-18
f3;19
3l;-fj
33;-b3
6n;-7c
jh;88
-e3;-fo
d5;63
-28;3x
-d;-cu
-7y;-a6
7i;-dz
5t;-7e
-4h;-by
-3g;9u
gk;-45
-4t;-26
-7z;-8a
5n;hp
-cd;e
-az;-3j
-5k;4i
2a;-4s
-6p;41
-1k;30
5e;-3c
2y;5z
12;-12
p;-u
4t;g9
-ol;41
dp;3
-6w;-ay
-en;-1o
-9l;-7d
-11;3
-2i;7r
bc;-7m
f5;-4a
-3l;-13
26;17
-2c;b7
-7w;-bw
-is;-1x
99;-e2
-95;2n
f3;a4
cs;7p
-9r;-n
-31;b0
-dj;-5i
-8e;87
1r;-v
4d;-s
gn;-31
-7x;6x
-8p;-9z
3l;-ax
-lc;1i
-b1;1i
-fp;-8n
32;58
-4j;2m
7y;23
-ac;-et
-9a;-1k
3k;-ej
-7v;e
p;-2y
-3h;-4x
5d;2p
3s;-9o
-66;3x
4k;33
7w;5d
-aw;a
-1x;7j
-6h;-3e
fj;4a
-56;-1l
-dn;em
o8;-fd
-40;8c
3b;-2o
15;6y
-29;5a
5j;-m
1d;-57
3c;-b5
-16;-ag
-dq;ay
8c;am
6y;3w
7a;6p
-kw;-6z
-5y;mc
-2j;1u
-4o;4w
50;4f
5o;5v
-5u;a1
-21;2
-g6;-ed
m;fz
7k;3i
dw;a7
5d;-9c
1p;1c
7h;8i
-51;9e
9o;9d
9c;70
4a;-ox
-gc;5t
-66;1e
8b;5j
-2r;8v
-cz;-a7
7k;-93
23;78
31;3z
z;-7x
-a9;1j
-y;-66
-4i;-b4
39;67
41;bz
db;1r
2k;-a7
-58;3h
4y;o
-1y;9a
23;4k
8g;57
dg;a8
bp;13
au;-6p
b3;8l
b;-31
3p;-ez
ds;6w
-5k;-1f
dy;-fs
1p;-8d
-23;-i
-3;1o
-bw;61
-en;-c0
65;h
7a;-3l
-h3;-h4
p;-7h
7p;2m
b0;2h
1t;gz
91;-54
-7r;5e
fp;-r
6o;-8c
25;-30
2m;-aq
-mf;fo
-7j;4n
2f;-i8
8j;-50
gr;gg
-hi;dp
6r;95
d;2k
-3m;-b5
4s;-8r
8x;dw
-5c;-1l
-w;7h
-1p;-4u
6u;2e
fw;-db
-bc;-94
-6;44
-ct;9r
8x;-dc
-2r;-cc
-a2;4m
-43;-4e
-l6;v
41;-94
-c4;-gd
-8p;9b
-2b;9
-31;-4f
-22;-cf
y;-4m
-aa;-4c
1k;-68
6v;-66
-7j;-5c
3f;p
dt;3c
-c4;-8b
-9r;-3e
-2y;-65
eo;27
-d0;ah
5v;1
-gq;z
-5w;-id
-ci;6y
-ak;-a0
-1y;4y
-8d;8l
-d5;-er
-61;-p9
8a;b4
2y;c8
qb;2p
-92;6w
-6p;ef
-8j;-6
cu;-f6
-8h;-8i
-17;dk
-br;-if
-1b;-ix
5l;91
2y;-cc
-cs;-4t
-3o;-4s
-6e;ex
97;9o
-94;79
9p;2z
-15;-8h
cq;-8
2m;8x
-81;8k
v;bt
fp;5y
-bm;-hm
8g;-9j
2w;3c
-4n;g0
-ey;-5j
3a;-17
at;1
5i;26
a0;-2s
-2t;1h
-8e;-82
-48;8
-73;5n
-36;-g
-86;-4v
7t;c8
5h;72
b4;-3s
-1a;4a
-by;y
7e;-4l
91;-8t
-2p;bw
-e;-50
29;-5i
-ae;1i
q;gy
87;-3h
3q;k
6u;h
8x;ew
-6;cl
dc;20
5p;86
-hi;-gd
-1k;9u
5j;2d
27;-2r
dc;-ol
-8c;ax
6v;-19
g1;ft
-5v;7n
9d;-38
62;6c
16;9j
-2y;6o
a5;-ds
-9e;69
-ge;-8h
-g9;-84
-7q;5e
v;-6w
-10;-g9
2p;-b8
-1a;-2u
4w;-ik
6f;g
-7u;-2e
u;7v
-i9;-bi
-5;18
52;5v
8k;kp
y;4m
9x;-7m
-fj;-9g
-5c;-7i
-5p;2w
-4m;8f
77;-2j
a0;7e
fn;bn
ak;j4
-db;6u
7k;5l
-d3;40
-51;1f
c;-jp
n;-1p
z;-83
-18;6z
-8y;kb
ml;-1f
-4b;g5
-a8;-3i
-cc;-3q
om;5q
-ip;-2n
-73;-je
-a9;-84
2d;-4m
-3k;-8p
bb;i
-k5;gd
1f;-4c
3h;8c
7x;ci
32;3x
-15;b0
-j4;58
4b;-4m
cn;-2d
-1h;-93
-8f;-2k
-67;-6i
-79;8d
-6q;ce
i;5r
2l;-dt
qb;2m
4y;p5
6d;-8m
-9l;an
-39;ei
4r;9i
bg;-7
-63;-7t
-ek;8m
-7p;-3
8h;-u
jz;58
-6h;-15
-15;4u
-76;-fx
-7h;-8l
8u;7i
-2o;-9
m4;5n
hb;68
dh;bb
-lj;-q
-6j;79
-2f;-3q
-1q;-9z
8l;-4v
x;6i
-bz;-80
-3n;-4k
-7y;-4s
-3a;4r
-3v;12
-dg;-fd
-8p;a2
-4c;bu
-y;-df
-eq;-av
8q;k6
58;-1q
-1o;-6f
-a1;es
-3e;ny
-c;-22
9n;-k7
em;-76
-7e;6h
-7s;-d
s;1w
-3o;-bb
4i;a0
6t;-8b
cb;26
-am;4
-3p;-3e
-5g;6r
3i;-7k
2r;x
59;b
37;az
6o;-ee
-ah;7p
-fc;-58
98;g6
-2z;m
-iu;2b
-5t;54
66;am
-23;-2k
c4;5n
-7h;ke
af;ca
-al;cw
4h;-5y
40;ec
2w;-52
-2o;3e
-m;j0
-6k;gy
-83;9w
-dv;3c
dd;-c6
4a;5q
-1b;am
4x;7m
74;-dl
-gt;-ck
5j;6b
-5v;-17
2g;-4a
-7h;8e
2l;74
-4;-cw
ml;18
-9;d3
-6t;e
-2g;-bb
-1v;46
13;-2c
1u;-js
-1;-8v
-1;cu
9j;-g
c7;1d
ea;-6t
2v;dj
-eo;a8
-40;-4z
dv;dj
-i9;8y
-24;3o
73;aj
-f;41
7a;-ks
g4;-85
2h;-ae
-1q;1f
-4h;-d3
-3m;-7w
7d;-5c
5k;-f1
6q;-6s
-2e;-96
ao;91
-3w;-1n
-94;a3
6p;-t6
3f;c5
-2y;11
-3v;7d
1c;4z
-6s;-u
5t;cu
1g;-80
-d0;41
43;3l
-ef;-87
-8k;-8i
-6g;8j
ak;47
-y;dj
-eq;cv
ap;b2
iz;99
gg;-8b
9i;-ex
8i;cf
-6k;-wa
81;-7a
-dw;-8n
-2y;-6q
-b;-33
-cu;-e4
60;-4r
2g;k
ok;-7s
99;18
-8x;-7p
2e;-n1
7x;-3a
ha;-2f
1z;-55
5h;7p
5x;5s
-bi;-r
-e;-ck
-3y;31
70;22
0;0
1d;z5
cf;2k
-bl;gt
-3g;9l
-ev;76
5u;fq
-2p;-as
-3n;b
-8e;2s
6;-9u
-4s;6b
mq;-3k
z;3s
bg;2r
-62;-3m
-kq;70
-7;1j
ay;3z
83;-1t
-a6;1d
90;e3
gg;2m
-27;-gy
-kb;8l
-83;-ai
-7m;-1t
4t;1r
a9;-4d
6;-3k
-3r;-44
1b;-f6
-2l;-2z
ep;bn
6l;-8k
38;-52
-8e;40
95;-78
4c;-g
gf;4h
-31;-7m
cr;8d
ce;-io
-b5;fs
9;-3l
-b;-hr
21;-4a
-3h;5k
cr;5w
-dl;-2w
-ew;-l
-br;j9
61;27
-ns;-cw
1d;-4c
-74;-g5
-c9;-8r
-mr;b1
-e2;-bu
3z;-40
-49;-43
50;81
-6q;-5
-ce;98
3t;4m
4;3y
1l;-9c
3p;88
bb;10
3i;-pz
-hj;19
-c2;-j
4c;5p
9k;hb
ds;cl
-br;fy
7w;-bb
-np;3m
-f1;8i
-54;-3s
2g;h
bl;15
-7u;-26
3b;-ba
10;-av
-r;9
3;1c
-6;-w
-bq;-u
y;-9m
-6;9d
9y;6u
4k;9j
-79;1w
-1j;hf
-3h;-5u
9j;86
4o;2l
-7z;-18
-8x;-e3
-95;2m
3j;an
e3;-dl
-ed;4o
2s;i
2b;-2f
-dy;9f
-91;1o
ge;-2e
-hs;-4z
-7k;pm
39;-74
6x;-50
73;7i
-as;5s
-8;-56
3z;2s
-6b;h0
-5y;4r
8e;-jk
26;27
f;35
-3h;-5y
-2x;21
-e4;-g7
g;3l
-nq;-hm
g;ge
8;3d
5p;64
-f;-7p
1i;-64
-4o;1u
7h;-7
-2;4b
eb;-9n
49;fj
-4m;pp
p;-4
-88;55
-5f;7k
b5;9e
3l;-5c
-fi;8o
r2;-39
5e;-8i
27;4x
1h;e7
69;80
-m8;5o
-36;78
-nd;6z
-40;-1v
-3j;-4t
-m8;-2f
-5t;h7
4e;-8d
t;k0
-4d;-dj
-cs;-61
35;-62
-3;-5a
-f5;bj
b6;x
-cq;-2g
cs;-12
6y;65
y;-g4
1n;8r
v;2i
f;1y
-6i;-1b
cb;-4l
2h;-38
1l;5b
-85;64
-4y;-r
-c5;9h
9t;-4d
9v;-6x
-2x;-aa
-ed;3b
c3;-ci
-q;-4g
-64;2a
-9g;-5n
-8n;3m
-le;-1m
as;87
2b;6f
2w;-6d
8u;-6i
d2;-5d
t;-7w
-3z;4
3n;-6u
2v;-74
-5d;bu
-ln;-17
2u;3c
4o;-3b
-43;2h
90;10
-6o;8s
9p;4o
-gr;2m
-do;3p
fc;-6f
c9;b9
7a;9f
l;d
1b;-1u
-68;-58
e;-7k
-e0;-19
-6n;-30
eo;5m
-ay;-46
4l;85
3n;-8
6p;q
11;be
-ii;3c
-1n;-b6
-6u;er
-34;1h
-60;-7u
-3v;ba
9j;-8u
9k;-bv
99;1w
-1k;-7j
8o;-2e
-4j;-dq
e;-40
-36;8o
4e;29
-n;-4p
-fx;-39
-jr;6u
by;4
-4c;87
-4e;-3g
31;3b
-9h;-9l
3b;91
-gn;9o
24;-2z
2f;-32
-9d;-8l
71;-hl
2x;-34
-1v;-55
1s;u
-63;6u
bh;cx
-6n;1e
-hq;-65
61;fl
-36;65
-h3;ji
-76;1x
-bg;-6z
-ky;-b
4f;-cd
-gx;-6b
4p;-62
3p;-e
42;-2j
a3;-bp
40;u
6n;-3f
13;-70
-3n;3s
28;2n
ab;9s
-32;3g
5y;6g
-8o;dz
t;-40
-s;ae
w;-mb
-3z;-e5
eh;-cc
fa;-v
8l;-74
-cw;-4
-5l;18
2j;-cg
-dn;iq
7g;2p
-4v;5d
-5r;-av
-5n;-5q
-5w;2n
-31;-5c
8p;-40
-f6;7p
-5d;-82
t;8y
-6d;-87
-77;-ae
-9d;-d2
-8y;6l
5i;-6
-8;-bv
5y;-8r
-2z;-ed
3w;8t
-97;92
87;-cd
-gs;-5s
i;7i
1u;-4g
-2f;-d6
-4w;-er
1w;-ei
-jt;-9c
-ay;5q
57;-6m
-ah;-l
d1;33
-fk;8o
el;4b
-2d;5z
87;1v
5l;-2f
5f;3l
-kh;4g
-jm;69
6m;fg
-4s;-6k
-17;-gj
-bz;-8v
39;-bv
-3d;4l
-72;-5k
-55;fg
38;2l
1g;-2p
1o;-36
a;-8
2i;-52
-9k;-16
8j;-15
68;ee
3u;-25
26;-4p
95;1p
-37;-4f
-ey;-2p
9q;-3c
7x;k9
-1g;-g
-6m;-f3
2r;6t
-12;-1c
19;-3e
g3;-d
-lz;9f
-7d;-99
-5t;85
-75;-3v
-3f;-5z
-e;-r
-jt;-61
ck;-u
-2y;-15
-ih;-4c
bs;-jj
-67;5
a3;-9x
-11;d9
-on;-cr
-5m;-aw
67;j
-33;8t
-h;-27
-3w;-5b
-bd;3m
1k;-2p
-1c;s
-d;-44
ft;-z
b1;-7p
ge;-fw
6m;-55
2g;1t
-ak;2b
d0;c3
-39;-7z
6i;51
2c;-6l
-3e;6c
-19;-90
9g;-b9
y;-g7
49;5m
-1k;lx
-63;-1v
8p;3g
-3b;-8m
8q;ds
-4y;-3b
-1o;-56
-60;-h6
7d;2h
2a;4d
59;-9l
2s;a5
76;2a
-jp;-9o
93;-e
-6c;-e9
gj;5p
4w;-ae
2u;-7i
-bk;-1w
-5t;-92
-69;5g
ku;o0
fh;gw
5y;4n
-2;1
-dz;9m
2v;13
as;h2
-8q;c9
3s;42
ss;a8
-6h;7m
-7;-5f
-70;97
2v;-2y
-e;if
9r;-79
-3f;-8i
-5u;-6i
6i;2g
-dm;-9u
8f;2s
g;e
-nn;dr
-ff;x
1p;-cs
-4;-4o
-30;-8z
7p;-6w
62;84
-f9;-ds
19;-8c
2c;8u
47;4i
-3g;ay
60;-av
-g2;4f
d1;6x
-5x;5u
21;-2k
ki;79
-6l;-1j
-2v;83
4l;95
1g;2s
-17;9f
-bq;7k
2i;1e
-5v;-1m
-cn;-26
-6;3o
-jk;-r
-1u;68
-aa;1b
1g;-6j
40;84
5;-6i
1j;gv
-gl;-6m
-p;-2c
7x;-d1
4;16
2d;-8r
4o;3p
9a;44
-49;9h
-18;-av
2h;2y
-11;-w
31;9h
-3t;81
-1z;40
cn;2q
-9x;af
6;1b
-bv;1z
2h;bl
-58;bt
-a3;3w
65;-74
7h;-es
-u;hl
p0;-1j
j;-3e
-bt;bn
cn;-bf
1u;2l
38;6m
4n;-9o
-dg;-d0
-5m;-64
39;bw
do;17
ah;-fk
47;-18
-30;2t
-ht;-7l
-3l;-2d
82;ab
-4f;62
ak;-e1
3v;9c
nm;-3e
8e;56
-9y;-fs
6w;7c
-9g;-3w
-5a;b
hd;-b0
-d;-bg
-dc;et
-d2;9c
-86;-cy
7f;-12
-nl;a5
-8t;4p
40;-85
-9j;-3y
2h;-4o
-9m;4z
63;cg
-2;-4t
-4s;-24
-a5;-ey
-4;7o
-12;-i
3m;aa
-9p;5e
9g;6e
9u;a9
-47;7c
-13;-cf
-3n;-87
6c;as
bc;9x
cr;4k
-1i;8s
-6b;-79
at;6y
1x;-43
cp;-4h
-o;-5h
fk;-4f
3k;dy
e;-8i
24;6l
-9z;-5m
10;w
i1;-9j
-2g;ip
-s;-3s
-jf;-5k
bt;3g
25;-49
-1j;-5n
-5t;8j
-1f;-7m
-1w;71
8g;-by
-2f;-d
38;-6z
-1l;7l
-6v;-cp
9u;-gi
4h;-6i
-dt;-7f
-bn;d7
j3;3s
-3d;-7h
-2i;-fv
47;b6
-4q;c
7v;ag
re;3z
5i;-8x
-5l;28
-5t;-y
-bt;-2f
-es;-bp
mz;-2w
x;-ce
3i;2m
-cd;b
-28;3o
e4;31
4u;-7t
1y;g1
5l;9y
-94;dl
-ey;-ag
-1l;9o
dr;-2x
c;-4k
2j;-4n
4o;-14
33;4d
-aq;-68
-6n;-c
-1r;6f
11;-4t
-y;aj
2g;g0
-3p;6f
-ez;f
n;5k
-66;31
-g2;-em
42;-pr
-8f;34
en;-hj
5a;-49
14;-5o
-ar;8k
-dc;f9
e2;72
2c;-78
5g;-2h
-3n;-15
3e;-1o
-v;-20
62;6f
-8;7p
-7k;-cz
-2l;4x
7a;-c
3v;-9o
9c;-26
6g;-32
20;be
57;-3u
il;hv
3m;9h
-1w;53
-2w;-f
90;8a
f3;3h
5o;c0
-3h;-5y
81;-6o
-5g;-2h
18;-dg
ez;4w
-8x;-4t
-73;95
7e;-4w
1i;40
ch;-p
-gs;-bb
6d;-6u
-er;k
5v;2k
-dr;-cl
-dj;jx
4r;70
1;-4h
l0;5d
5q;-cn
-ie;5i
9;-b6
d7;-4k
-6m;6x
-5w;-9z
-6p;-ci
-ap;-8y
c6;4a
-79;-1i
by;i6
6o;-6e
hj;-1a
-5p;a4
eh;-cc
2h;5g
48;-35
-bn;-49
bx;-7w
7q;-e4
e;y
-jd;gm
-dk;du
-7c;-fh
5q;5t
r;70
-19;-2x
-2h;-37
-cv;6v
32;bd
57;-1j
31;2f
-8;-8p
-az;1s
79;5s
q;8x
5o;-k
1k;-d
69;d7
-y;8e
-fg;-2x
1a;4q
-2z;3r
-o;-26
j;cc
83;-a0
-7f;5
cm;-14
-ds;2v
a6;1n
32;im
-9z;-d
-d7;-3p
1f;-47
3s;d0
-dc;-3m
-7i;-6k
-53;6q
fr;-5z
-c;-4a
70;-68
2e;-6n
ef;-ev
-54;6h
34;-5s
e2;1j
-13;-8v
-4e;-h4
2n;-7p
-g1;-21
1j;-33
-5w;4f
-2k;57
24;-3j
-8s;-f6
32;-4m
-xd;-n
94;e9
-fa;e9
-1a;5n
ev;5s
-1m;6x
-5k;1r
-cl;-7o
by;75
-19;-50
-3u;h3
-4l;1j
9v;52
-b2;52
5b;-58
w;-5o
-29;9m
4q;-2c
ev;-h
v;1l
1j;-e
bs;-30
8c;-6j
6o;4
o;-8u
cr;-cu
-hk;8a
64;gs
3g;-53
2x;-39
-3d;-b1
6f;-3u
-5q;2m
3f;3s
-au;42
hg;-3q
2h;af
-1s;-3h
-c2;-e
i;f
-f;lx
5b;-8c
76;44
-5t;-3r
5u;-2l
-5n;-93
-1r;4r
-w;-8a
6u;d2
-1f;1
-8;9j
y;fn
-48;kc
8t;1t
-ae;-3i
-1x;-2r
-64;-5r
-7x;-i3
eu;1z
54;gi
e6;b0
-9h;f
10;g0
-5w;b6
-j7;f3
39;dw
-hq;5t
ca;-iw
g5;-fu
h0;-5f
7k;3g
-el;1y
4a;-7d
1k;17
2s;-54
-a2;c
ag;t
9d;fw
-3o;a4
-4x;-2b
-2g;-88
-bw;-f3
-ec;53
-hn;-gg
bc;2y
lo;-3s
8d;a3
5a;78
-28;bi
-et;-7
1k;-df
-8a;2y
-cd;5q
-2;-55
5e;d3
-5u;2s
gx;-42
-3r;b9
-sy;4v
-4f;-x
99;9u
3i;q3
k;-2g
98;-fj
4a;-7t
-1;15
-f;-27
51;6e
-6p;-4x
-hp;-7n
l3;-1j
37;-cn
8v;6y
6c;76
-34;5d
-5i;g3
bb;-63
8t;-23
9b;-40
-ex;-98
6r;5g
ia;-l8
6f;-1w
-1k;fx
z;-28
-3p;-3
-3u;bv
7q;40
1;94
-jx;c3
ez;27
7c;-5j
c5;-1t
-je;e0
-6f;-1d
-dw;3
-49;-7i
-lm;-e5
7z;2e
1x;-1x
-s;8a
4p;-9m
5s;-2q
-b;-cx
57;-7c
-9s;-34
-fb;71
z;-gg
2w;1l
-78;-bh
-8f;3h
-23;-m
-3t;ce
-i1;da
-bo;-w
4s;86
5o;jw
2o;49
y;-19
-c3;-p
-7y;-cf
fr;-81
-2v;4x
6f;e7
dd;-2r
-23;-7t
-5m;-40
-3h;-kb
-l7;-17
-19;8m
-j;ae
-1u;-7v
gd;gl
87;-50
-c4;-4u
